TFI,-9.0759544373,149.319839478
VAI,-2.6971700191,141.3020019531
WAO,-6.9894444444,145.075111111
WBM,-5.6433000565,143.8950042725
AGL,-9.3375,149.155555556
WWK,-3.5838301182,143.669006348
WOA,-6.7968611111,145.891944444
WSU,-5.9617094492,147.19822526
WTP,-8.5458333333,147.2525
WUG,-7.3455555556,146.718611111
JEG,68.7218017578,-52.7846984863
UAK,61.1604995728,-45.4259986877
CNP,70.7431030273,-22.6504993439
GOH,64.19090271,-51.6781005859
JAV,69.2432022095,-51.0570983887
KUS,65.573600769,-37.1236000061
JSU,65.4124984741,-52.9393997192
JFR,62.0147361755,-49.6709365845
NAQ,77.4886016846,-69.3887023926
SFJ,67.0122218992,-50.7116031647
JHS,66.9513015747,-53.7293014526
THU,76.5311965942,-68.7032012939
JUV,72.7901992798,-56.1305999756
JQA,70.7341995239,-52.6962013245
AEY,65.6600036621,-18.0727005005
BIU,65.6412963867,-23.5461997986
BGJ,65.5164031982,-13.8050003052
BJD,66.0218963623,-14.8243999481
BLO,65.6449966431,-20.2875003815
BQD,65.075302124,-21.8003005981
BXV,64.7900009155,-14.0228004456
DJU,64.644203186,-14.2827997208
EGS,65.2833023071,-14.4013996124
FAS,64.9317016602,-14.0606002808
FAG,63.8746986389,-16.6410999298
GUU,64.9914016724,-23.2247009277
GJR,65.995300293,-21.3269004822
GRY,66.5458,-18.0173
HVK,65.7046966553,-21.6963996887
HFN,64.2956008911,-15.2271995544
FLI,66.0141804294,-23.4416913986
HZK,65.9523010254,-17.4260005951
HVM,65.2664031982,-20.8469009399
HLO,66.0500030518,-23.696100235
IFJ,66.0580978394,-23.1352996826
KEF,63.9850006104,-22.6056003571
OPA,66.310798645,-16.4666996002
SAK,65.7316970825,-19.5727996826
NOR,65.1318969727,-13.7463998795
OFJ,66.0832977295,-18.6667003632
PFJ,65.5558013916,-23.9650001526
RHA,65.4526290894,-22.2061157227
OLI,64.9113998413,-23.8230991364
RFN,66.4064025879,-15.918299675
RKV,64.1299972534,-21.9405994415
MVA,65.6557998657,-16.9181003571
SIJ,66.1333007813,-18.9167003632
SYK,65.0580978394,-22.7942008972
TEY,65.870300293,-23.5599994659
THO,66.21849823,-15.3355998993
VEY,63.4243011475,-20.2789001465
VPN,65.7205963135,-14.8506002426
PRN,42.5727996826,21.0358009338
YZZ,49.0555992126,-117.60900116
YAA,52.4524993896,-125.3030014038
DGF,50.1654600485,-120.171273351
JHL,57.2238998413,-111.418998718
DUQ,48.7545336204,-123.709702492
ZEL,52.1850013733,-128.1569976807
YWM,52.5668983459,-55.7846984863
YFX,52.3727989197,-55.6739006042
YHA,52.5280990601,-56.2860984802
YRG,54.1796989441,-58.4575004578
DVK,64.5113983154,-110.289001465
YCK,67.0333023071,-126.0830001831
YLE,63.1316986084,-117.2460021973
NML,57.0555992126,-111.573997498
ZSP,53.9933013916,-111.379997253
DAS,66.7031021118,-119.707000732
YFI,57.2758333344,-110.976666667
SUR,52.7085990906,-88.5419006348
YAX,53.8492012024,-89.5793991089
WNN,52.893901825,-89.2891998291
YNO,52.4900016785,-92.9710998535
XBE,53.9655990601,-91.0271987915
KIF,53.0125007629,-89.8553009033
YOG,51.6585998535,-85.9017028809
YEB,46.42029953,-84.0922012329
YHP,52.1133003235,-94.2555999756
YSA,43.9303535212,-59.9597740173
YNX,63.5936012268,-110.90599823
YKU,53.8055992126,-78.9169006348
ZTB,50.6744003296,-59.3835983276
YAU,61.6622009277,-73.3214035034
ZLT,50.8307991028,-58.9756011963
YAB,73.0057668174,-85.0425052643
YAC,51.7271995544,-91.8244018555
YAR,53.5717010498,-76.1964035034
YAG,48.6542015076,-93.4396972656
YAH,53.754699707,-73.6753005981
YAL,50.5821990967,-126.9160003662
YAM,46.4850006104,-84.5093994141
XKS,53.5247001648,-88.6427993774
YKG,60.0271987915,-69.9991989136
YAT,52.9275016785,-82.4319000244
YAW,44.637222,-63.502222
YAY,51.3918991089,-56.0830993652
YAZ,49.0798255464,-125.775604248
YBA,51.2073404699,-115.541861057
YBB,68.5344009399,-89.8080978394
YBC,49.1324996948,-68.2043991089
QBC,52.3875007629,-126.5960006714
YBE,59.5614013672,-108.4810028076
YBY,54.3041992188,-110.7440032959
YBG,48.3306007385,-70.9963989258
YBK,64.2988967896,-96.077796936
YBL,49.9508018494,-125.2710037231
XTL,58.7061004639,-98.5121994019
YBR,49.9099998474,-99.9518966675
YBT,57.8894004822,-101.6790008545
YBV,52.3588981628,-97.0183029175
YBX,51.4435997009,-57.1852989197
YRF,53.682800293,-57.0419006348
YCB,69.1081008911,-105.138000488
YCC,45.0928001404,-74.5633010864
YCD,49.0522994995,-123.8700027466
YCE,43.2855987549,-81.5083007813
YCG,49.2963981628,-117.632003784
YCH,47.0078010559,-65.4492034912
XCM,42.3064002991,-82.0819015503
YCL,47.9907989502,-66.3302993774
YCN,49.1055984497,-81.0136032104
YCO,67.8167037964,-115.143997192
YCQ,55.6871986389,-121.6269989014
YCR,54.6105995178,-97.7608032227
YCS,63.3469009399,-90.7311019897
YCT,52.0750007629,-111.4449996948
YCW,49.1528015137,-121.9390029907
YCY,70.4860992432,-68.5167007446
YCZ,50.3302993774,-115.873001099
YDA,64.0430984497,-139.1280059814
YDB,61.3711013794,-139.0410003662
YDF,49.2108001709,-57.3913993835
YDL,58.4221992493,-130.0319976807
YDM,61.9706001282,-132.4230041504
YDN,51.1007995605,-100.0520019531
YDO,48.7784996033,-72.375
YDP,56.5491981506,-61.6803016663
YDQ,55.7422981262,-120.1829986572
YEG,53.3097000122,-113.580001831
YEK,61.0942001343,-94.0708007812
YEL,46.351398468,-82.5614013672
YEM,45.8428001404,-81.8581008911
YEN,49.2103004456,-102.966003418
YER,56.018901825,-87.6761016846
YET,53.5788993835,-116.464996338
YEU,79.9946975708,-85.814201355
YEV,68.3041992188,-133.483001709
YEY,48.5638999939,-78.2497024536
YFA,52.2014007568,-81.6968994141
YFB,63.756401062,-68.5558013916
YFC,45.8689002991,-66.5372009277
YFE,48.7461013794,-69.0971984863
YFH,51.5619010925,-87.9077987671
YTM,46.4094009399,-74.7799987793
YFO,54.6781005859,-101.6819992065
YFR,61.1808013916,-113.690002441
YFS,61.7602005005,-121.2369995117
YMN,55.0769004822,-59.1864013672
YGB,49.6941986084,-124.5179977417
YGD,43.7668991089,-81.7106018066
YGH,66.2407989502,-128.6510009766
YGK,44.2252998352,-76.5969009399
YGL,53.6253013611,-77.7042007446
YGM,50.6281013489,-97.043296814
YGO,54.5588989258,-94.4914016724
YGP,48.7752990723,-64.4785995483
YGQ,49.778301239,-86.9393997192
YGR,47.4247016907,-61.7780990601
YGT,69.3647003174,-81.8161010742
YGV,50.2818984985,-63.6114006042
YGW,55.2818984985,-77.765296936
YGX,56.3574981689,-94.7106018066
YGZ,76.4261016846,-82.9092025757
YQC,61.0463981628,-69.6177978516
YHB,52.8166999817,-102.3109970093
YHD,49.8316993713,-92.7442016602
YHE,49.3683013916,-121.498001099
YHF,49.7141990662,-83.6860961914
YNS,51.6911010742,-76.135597229
YHI,70.762802124,-117.8059997559
YHK,68.635597229,-95.8497009277
YHM,43.1735992432,-79.9349975586
YHN,49.1930999756,-84.7589035034
YHO,55.448299408,-60.2285995483
YHR,50.4688987732,-59.6366996765
YHT,60.7891998291,-137.546005249
YHU,45.5175018311,-73.4169006348
YHY,60.8396987915,-115.782997131
YHZ,44.8807983398,-63.5085983276
YIB,48.7738990784,-91.6386032104
YDG,44.5458450365,-65.7854247093
YIF,51.2117004395,-58.6582984924
YIK,62.417301178,-77.9253005981
YIO,72.6832962036,-77.9666976929
YIV,53.8572006226,-94.6536026001
YJA,52.9967002869,-118.0589981079
YJF,60.2358016968,-123.46900177
YJN,45.2943992615,-73.2810974121
YJT,48.5442008972,-58.5499992371
YKA,50.7022018433,-120.4440002441
YKC,58.2360992432,-103.6780014038
LAK,68.2232971191,-135.0059967041
YKF,43.4608001709,-80.3786010742
YWB,61.5886001587,-71.929397583
YKJ,57.2560997009,-105.6179962158
YKL,54.8053016663,-66.8052978516
AKV,60.8185997009,-78.1485977173
YKQ,51.4733009338,-78.7583007813
YKX,48.2103004456,-79.9813995361
YKY,51.5175018311,-109.180999756
YKZ,43.8622016907,-79.3700027466
YPJ,59.2966995239,-69.5997009277
YLB,54.7703018188,-112.0319976807
YLC,62.8499984741,-69.8833007812
YLD,47.8199996948,-83.3467025757
YLH,52.1955986023,-87.9341964722
YLJ,54.1253013611,-108.5230026245
YSG,62.4183006287,-110.6819992065
YLL,53.3092002869,-110.0729980469
YLQ,47.4096984863,-72.7889022827
YLR,56.5133018494,-99.9852981567
YLK,44.4852981567,-79.5556030273
YLT,82.5177993774,-62.2806015015
XGR,58.7113990784,-65.9927978516
YLW,49.9561004639,-119.3779983521
YMA,63.6164016724,-135.8679962158
YME,48.8568992615,-67.4533004761
YMG,49.0839004517,-85.8606033325
YMH,52.3027992249,-55.8471984863
YMJ,50.3302993774,-105.5589981079
YML,47.5974998474,-70.2238998413
YMM,56.653301239,-111.222000122
YMO,51.2910995483,-80.6078033447
YMT,49.771900177,-74.5280990601
YUD,56.5360984802,-76.5183029175
YMW,46.2728004456,-75.9906005859
YMX,45.6795005798,-74.0386962891
YNA,50.1899986267,-61.7891998291
YNC,53.0106010437,-78.8311004639
YND,45.5217018127,-75.5635986328
YNE,53.9583015442,-97.8442001343
YNH,56.0355987549,-121.9759979248
YLY,49.1007995605,-122.6309967041
YNL,58.2766990662,-104.0820007324
YNM,49.7616996765,-77.8028030396
YNN,59.4874992371,-97.7802963257
HZP,57.3816986084,-111.700996399
YOA,64.6988983154,-110.614997864
YOC,67.570602417,-139.8390045166
YOD,54.4049987793,-110.2789993286
YOH,54.9333000183,-95.2789001465
YOJ,58.6213989258,-117.1650009155
YOO,43.9227981567,-78.8949966431
YOP,58.4914016724,-119.4079971313
YOS,44.5903015137,-80.8375015259
YOW,45.3224983215,-75.6691970825
YPA,53.2141990662,-105.672996521
YPC,69.3608381154,-124.075469971
YPS,45.6567001343,-61.3680992126
YPE,56.2268981934,-117.4469985962
YPG,49.9030990601,-98.2739028931
YPH,58.4719009399,-78.0768966675
YPL,51.4463996887,-90.2142028809
YPM,51.8196983337,-93.9732971191
YPN,49.8363990784,-64.2885971069
YPO,54.9880981445,-85.4432983398
YPQ,44.2299995422,-78.3632965088
YPR,54.2860984802,-130.4450073242
YPW,49.8342018127,-124.5
YPX,60.0505981445,-77.2869033813
YPY,58.76720047,-111.1169967651
YPZ,54.3763999939,-125.9509963989
YQA,44.9747009277,-79.3032989502
YQB,46.7910995483,-71.3933029175
YQD,53.9714012146,-101.091003418
YQF,52.1822013855,-113.8939971924
YQG,42.2756004333,-82.9555969238
YQH,60.1164016724,-128.8220062256
YQI,43.8269004822,-66.0880966187
YQK,49.7882995605,-94.3630981445
YQL,49.6302986145,-112.800003052
YQM,46.1122016907,-64.6785964966
YQN,50.182800293,-86.6964035034
YQQ,49.7108001709,-124.8870010376
YQR,50.4319000244,-104.6660003662
YQS,42.7700004578,-81.1108016968
YQT,48.3718986511,-89.3238983154
YQU,55.1796989441,-118.885002136
YQV,51.2647018433,-102.4619979858
YQW,52.7691993713,-108.2440032959
YQX,48.9369010925,-54.5680999756
YQY,46.1613998413,-60.0477981567
YQZ,53.0261001587,-122.5100021362
YRA,64.1160964966,-117.3099975586
YRB,74.7169036865,-94.9693984985
YRI,47.7644004822,-69.5847015381
YRJ,48.5200004578,-72.2656021118
YRL,51.0668983459,-93.7930984497
YRM,52.4296989441,-114.9039993286
YRO,45.4603004456,-75.6461029053
YRP,45.3191986084,-76.0222015381
YRQ,46.3527984619,-72.679397583
YRS,54.1671981812,-93.5571975708
YRT,62.8114013672,-92.1157989502
YRV,50.9667015076,-118.182998657
YSB,46.625,-80.7988967896
YSC,45.4385986328,-71.6913986206
YSE,49.7817001343,-123.1620025635
YSF,59.2503013611,-105.841003418
YSH,44.9458007813,-75.9405975342
YSJ,45.3161010742,-65.890296936
YSK,56.5377998352,-79.2466964722
YSL,47.1575012207,-67.8347015381
YSM,60.0203018188,-111.9619979858
YCM,43.1916999817,-79.1716995239
YSP,48.7552986145,-86.3443984985
YST,53.8456001282,-94.8518981934
YSU,46.4406013489,-63.8335990906
YSY,71.9938964844,-125.242996216
YTA,45.8643989563,-77.251701355
YTE,64.2300033569,-76.5267028809
YTF,48.5088996887,-71.6418991089
YTH,55.8011016846,-97.8641967773
YTL,53.8177986145,-89.8968963623
YTQ,58.6678009033,-69.9558029175
YTR,44.1189002991,-77.5280990601
YTS,48.5696983337,-81.376701355
YTZ,43.6274986267,-79.3962020874
YUB,69.4332962036,-133.0260009766
YUL,45.4706001282,-73.7407989502
YUT,66.5214004517,-86.2247009277
YUX,68.7761001587,-81.243598938
YUY,48.2061004639,-78.8356018066
YVB,48.0710983276,-65.4602966309
YVC,55.1514015198,-105.2620010376
YVG,53.3558006287,-110.8239974976
YVE,50.2481002808,-119.3310012817
YVM,67.5457992554,-64.0314025879
YVO,48.0532989502,-77.7827987671
YVP,58.0960998535,-68.426902771
YVQ,65.2816009521,-126.797996521
YVR,49.193901062,-123.1839981079
YVT,55.8418998718,-108.417999268
YVV,44.7458000183,-81.1072006226
YVZ,52.6557998657,-94.0614013672
YWA,45.9522018433,-77.3191986084
YFJ,64.1908035278,-114.077003479
YWG,49.9099998474,-97.2398986816
YWJ,65.2110977173,-123.4359970093
YWK,52.9219017029,-66.864402771
YWL,52.1831016541,-122.0540008545
YWP,52.9593933975,-87.3748683929
YWY,63.209400177,-123.43699646
YXC,49.6108016968,-115.7819976807
YXD,53.5724983215,-113.521003723
YXE,52.1707992554,-106.6999969482
YXH,50.018901825,-110.7210006714
YXJ,56.2380981445,-120.7399978638
YXK,48.478099823,-68.4969024658
YXL,50.113899231,-91.9052963257
YXN,62.2400016785,-92.5980987549
YXP,66.1449966431,-65.7136001587
YXQ,62.4103012085,-140.8670043945
YXR,47.6974006546,-79.8473453522
YXS,53.8894004822,-122.6790008545
YXT,54.46849823,-128.5760040283
YXU,43.0355987549,-81.1539001465
YXX,49.0252990723,-122.361000061
YXY,60.7095985413,-135.067001343
YXZ,47.9667015076,-84.7866973877
YYB,46.3636016846,-79.4227981567
YYC,51.113899231,-114.0199966431
YYD,54.8246994019,-127.1829986572
YYE,58.8363990784,-122.5970001221
YYF,49.4631004333,-119.6019973755
YYG,46.2900009155,-63.1211013794
YYH,69.5466995239,-93.5766983032
YYJ,48.646900177,-123.4260025024
YYL,56.863899231,-101.0759963989
YYM,49.6363983154,-114.09400177
YYN,50.2919006348,-107.691001892
YYQ,58.739200592,-94.0650024414
YYR,53.3191986084,-60.4258003235
YYT,47.618598938,-52.7518997192
YYU,49.413898468,-82.4674987793
YYW,50.2902984619,-88.9096984863
YYY,48.6086006165,-68.2080993652
YYZ,43.6772003174,-79.6305999756
YZD,43.7425003052,-79.4655990601
YZE,45.8852996826,-82.5678024292
YZF,62.4627990723,-114.4400024414
YZG,62.1794013977,-75.6671981812
YZH,55.2930984497,-114.777000427
YZP,53.2542991638,-131.813995361
YZR,42.9994010925,-82.3088989258
YZS,64.1932983398,-83.3593978882
YZT,50.6805992126,-127.3669967651
YZU,54.143901825,-115.7870025635
YZV,50.2233009338,-66.2656021118
YZW,60.1727981567,-132.7429962158
YZX,44.9844017029,-64.9169006348
YZY,55.3044013977,-123.132003784
ZAC,56.0894012451,-96.0892028809
YSN,50.682800293,-119.2289962769
YDT,43.4414531515,-79.850102663
ZBD,49.0741996765,-123.012001038
ILF,56.0614013672,-95.613899231
ZBF,47.629699707,-65.738899231
ZBM,45.2907981873,-72.7414016724
ZEE,56.0374984741,-96.5096969604
ZEM,52.226398468,-78.5224990845
ZFA,62.2075004578,-133.3760070801
ZFD,59.334400177,-107.1819992065
ZFG,55.7491989136,-101.2659988403
ZFM,67.4075012207,-134.8609924316
ZFN,64.9096984863,-125.5729980469
ZGF,49.0155982971,-118.4309997559
ZGI,54.8396987915,-94.0785980225
ZGR,52.0456008911,-95.4657974243
ZHP,55.3936004639,-116.4749984741
ZJG,54.518901825,-98.0460968018
ZJN,52.1206016541,-101.236000061
ZKE,52.2825012207,-81.6778030396
YTD,55.318901062,-97.7078018188
MSA,53.4413986206,-91.762802124
ZMH,51.7360992432,-121.333000183
PIW,55.5889015198,-97.1641998291
ZMT,54.0275001526,-132.125
ZNG,53,-97.2667007446
ZPB,53.8911018372,-92.1964035034
WPC,49.5205993652,-113.9970016479
ZPO,55.5280990601,-106.582000732
ZRJ,52.9435997009,-91.3127975464
ZSJ,53.064201355,-93.3443984985
ZSN,56.7928009033,-98.9072036743
ZST,55.935410448,-129.982434511
YDV,51.7832984924,-96.6999969482
ZTM,55.8656005859,-92.0813980103
ZUC,49.4296989441,-91.7177963257
ZUM,53.5619010925,-64.1063995361
ZWH,58.6175003052,-101.46900177
ZWL,58.1068992615,-103.1719970703
QLD,36.5036010742,2.8141698837
BUJ,35.3325004578,4.206389904
BJA,36.7120018005,5.069920063
ALG,36.6910018921,3.2154099941
DJG,24.2928009033,9.4524402618
QFD,36.5457992554,2.8761100769
VVZ,26.7234992981,8.6226501465
QSF,36.1781005859,5.3244900703
TMR,22.8115005493,5.4510798454
GJL,36.7951011658,5.8736100197
MZW,33.535900116,-0.2423530072
QZN,35.7522010803,0.6262720227
AAE,36.8222007751,7.8091697693
CZL,36.2760009766,6.6203899384
TEE,35.4315986633,8.1207199097
BLJ,35.7521018982,6.3085899353
HRM,32.9304008484,3.3115398884
QDJ,34.6657,3.351
TID,35.3410987854,1.4631500244
TIN,27.7003993988,-8.1670999527
QAS,36.2126998901,1.3317699432
TAF,35.5424003601,-0.5322780013
TLM,35.0167007446,-1.4500000477
ORN,35.6239013672,-0.6211829782
CBH,31.6457004547,-2.2698600292
BFW,35.1717987061,-0.5932750106
MUW,35.207698822,0.147141993
EBH,33.7216666667,1.0925
INF,19.5669994354,5.75
BMW,21.375,0.9238889813
AZR,27.837600708,-0.1864140034
BSK,34.7933006287,5.7382302284
ELG,30.5713005066,2.8595900536
GHA,32.3841018677,3.7941100597
HME,31.6730003357,6.1404399872
INZ,27.2509994507,2.5120201111
TGR,33.0677986145,6.0886697769
LOO,33.7644004822,2.9283399582
ELU,33.5113983154,6.7767901421
TMX,29.2371006012,0.2760330141
OGX,31.9172000885,5.412779808
IAM,28.0515003204,9.6429100037
COO,6.3572301865,2.3843500614
DJA,9.6920833333,1.6377777778
KDC,11.1330003738,2.9330000877
NAE,10.3170003891,1.3830000162
PKO,9.3576898575,2.6096799374
SVF,8.0181703568,2.4645800591
XKY,13.0670003891,-1.1000000238
OUG,13.5670003891,-2.4170000553
XDJ,14.1000003815,-1.6330000162
XLU,11.1000003815,-2.0999999046
PUP,11.1499996185,-1.1499999762
XBO,12.6499996185,-0.5669999719
XBG,12.9829998016,-0.1669999957
DIP,12.0500001907,1.7829999924
DOR,14.0329999924,-0.0329999998
FNG,12.0329999924,0.349999994
XGG,14.4499998093,-0.2329999954
XKA,12.4670000076,1.5
TMQ,14.8000001907,0.0500000007
XPA,11.25,0.6999999881
ARL,11.5970001221,1.4830000401
XSE,13.4499998093,0.5170000196
TEG,11.8000001907,-0.3670000136
XZA,11.1669998169,-0.6169999838
OUA,12.3531999588,-1.5124200583
BNR,10.6829996109,-4.7170000076
DGU,12.4589996338,-3.4900000095
XGA,10.299200058,-3.2508299351
XNU,12.75,-3.867000103
BOY,11.1600999832,-4.3309698105
TUQ,13.0670003891,-3.0669999123
XDE,10.9499998093,-3.25
XAR,14.2170000076,-0.8830000162
ACC,5.6051898003,-0.1667860001
TML,9.5571899414,-0.863214016
KMS,6.7145600319,-1.5908199549
NYI,7.3618302345,-2.3287599087
TKD,4.8960599899,-1.7747600079
ABJ,5.2613902092,-3.9262900352
OGO,6.7155599594,-3.470279932
BXI,9.5329999924,-6.4670000076
BYK,7.7388000488,-5.0736699104
BQO,9.2775001526,-3.0252799988
BDK,8.0172195435,-2.7619400024
DIM,6.6516699791,-4.6405601501
DJO,6.7928099632,-6.4731898308
FEK,9.6000003815,-5.1999998093
GGN,6.132999897,-5.9499998093
GGO,6.5249900818,-7.4786100388
BBV,4.6434130669,-6.9239616394
HGO,9.3871803284,-5.5566601753
MJC,7.272069931,-7.5873599052
KEO,9.5,-7.5669999123
OFI,9.6000003815,-4.0500001907
SEO,7.9683299065,-6.7108302116
SPY,4.7467198372,-6.6608200073
ZSS,4.9283299446,-6.1327800751
TXU,4.4378094673,-7.3627281189
ASK,6.9031701088,-5.3655800819
ABV,9.0067901611,7.2631697655
AKR,7.2467398643,5.3010101318
ABB,6.2033333333,6.6588888889
BNI,6.3169798851,5.5995001793
CBQ,4.9760198593,8.3472003937
ENU,6.4742698669,7.5619602203
GMO,10.2983333333,10.8963888889
QUS,12.1716995239,6.6961097717
IBA,7.3624601364,3.9783298969
ILR,8.4402103424,4.4939198494
QOW,5.4270601273,7.206029892
JOS,9.6398296356,8.8690500259
KAD,10.6960000992,7.3201098442
KAN,12.0475997925,8.5246200562
MIU,11.8552999496,13.0809001923
MDI,7.7038798332,8.613940239
LOS,6.5773701668,3.321160078
MXJ,9.6521701813,6.4622597694
PHC,5.0154900551,6.9495902061
SKO,12.9162998199,5.2071900368
NBE,36.075833,10.438611
YOL,9.2575502396,12.4303998947
ZAR,11.130200386,7.6858100891
MFQ,13.5024995804,7.1267499924
NIM,13.4814996719,2.1836099625
THZ,14.8756999969,5.2653598785
AJY,16.9659996033,8.0001096725
RLT,18.7903995514,7.3659501076
ZND,13.7790002823,8.9837598801
TBJ,36.9799995422,8.8769397736
MIR,35.7580986023,10.754699707
TUN,36.8510017395,10.2271995544
OIZ,37.2453994751,9.7914495468
GAF,34.422000885,8.8225002289
GAE,33.8768997192,10.1033000946
DJE,33.875,10.7755002975
EBM,31.7042999268,9.2546195984
SFA,34.7179985046,10.6909999847
TOE,33.9397010803,8.1105604172
LRL,9.7673301697,1.0912499428
LFW,6.1656098366,1.2545100451
ANR,51.1893997192,4.4602799416
BRU,50.9014015198,4.4844398499
CRL,50.4592018127,4.4538202286
KJK,50.817199707,3.2047200203
LGG,50.6374015808,5.4432201385
QNM,50.4879989624,4.7689199448
OST,51.1988983154,2.8622200489
QHA,50.9700012207,5.3750700951
OBL,51.2647018433,4.7533302307
AOC,50.9819450378,12.5063886642
HDF,53.8787002563,14.152299881
ZHZ,51.5522232056,12.0538892746
IES,51.2936096191,13.3561105728
REB,53.306388855,12.7522220612
BER,52.366667,13.503333
CSO,51.8563995361,11.42029953
BBH,54.3375015259,12.6997003555
ZMG,52.0736122131,11.6263885498
CBU,51.8894424438,14.5319442749
GTI,54.3833312988,13.3255558014
KOQ,51.7211112976,11.9527778625
PEF,54.1577796936,13.7744436264
DRS,51.1328010559,13.76720047
ERF,50.979801178,10.9581003189
FRA,50.0264015198,8.543129921
FMO,52.134601593,7.6848301888
HAM,53.6304016113,9.9882297516
THF,52.473611,13.401667
CGN,50.8658981323,7.1427397728
DUS,51.2895011902,6.7667798996
MUC,48.3538017273,11.7861003876
NUE,49.4986991882,11.0669002533
LEJ,51.4323997498,12.2416000366
SCN,49.2145996094,7.1095099449
STR,48.6898994446,9.2219600677
TXL,52.5597000122,13.2876996994
HAJ,52.461101532,9.6850795746
BRE,53.0475006104,8.7866697311
QEF,49.9599990845,8.6458330154
HHN,49.9486999512,7.2638897896
MHG,49.4730567932,8.514166832
QMZ,49.9674987793,8.1472215652
